id,preg_rate_color,chlamydia_rate_color,women_uninsured_rate_color,child_poverty_rate_color,adherents_rate_color,feature_rate_color,predicted_vals
29059,"rgb(33,113,181)","rgb(189,224,80)","rgb(129,66,23)","rgb(0,124,132)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
29061,"rgb(66,146,198)","rgb(179,219,51)","rgb(129,66,23)","rgb(0,124,132)","rgb(62,15,85)","rgb(105,105,105)","rgb(120,32,21)"
29063,"rgb(158,202,225)","rgb(138,171,31)","rgb(227,149,95)","rgb(13,240,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29065,"rgb(8,81,156)","rgb(161,200,36)","rgb(158,81,28)","rgb(0,92,98)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29067,"rgb(66,146,198)","rgb(161,200,36)","rgb(158,81,28)","rgb(0,92,98)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29069,"rgb(8,48,107)","rgb(91,114,20)","rgb(187,96,33)","rgb(0,60,64)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29071,"rgb(158,202,225)","rgb(161,200,36)","rgb(158,81,28)","rgb(132,247,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(120,32,21)"
29073,"rgb(158,202,225)","rgb(189,224,80)","rgb(158,81,28)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29075,"rgb(66,146,198)","rgb(179,219,51)","rgb(158,81,28)","rgb(0,219,234)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
29077,"rgb(158,202,225)","rgb(91,114,20)","rgb(158,81,28)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29079,"rgb(33,113,181)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,124,132)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
29081,"rgb(33,113,181)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,124,132)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29083,"rgb(66,146,198)","rgb(179,219,51)","rgb(187,96,33)","rgb(0,124,132)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29085,"rgb(33,113,181)","rgb(138,171,31)","rgb(129,66,23)","rgb(0,60,64)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
29087,"rgb(158,202,225)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,188,200)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
29089,"rgb(247,251,255)","rgb(91,114,20)","rgb(158,81,28)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29091,"rgb(33,113,181)","rgb(161,200,36)","rgb(187,96,33)","rgb(0,92,98)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
29093,"rgb(33,113,181)","rgb(161,200,36)","rgb(187,96,33)","rgb(0,92,98)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
29095,"rgb(33,113,181)","rgb(45,56,10)","rgb(129,66,23)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(120,32,21)"
29097,"rgb(8,81,156)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,156,166)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29099,"rgb(198,219,239)","rgb(179,219,51)","rgb(158,81,28)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
29101,"rgb(222,235,247)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,219,234)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
29103,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,92,98)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29105,"rgb(8,81,156)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,156,166)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29107,"rgb(107,174,214)","rgb(138,171,31)","rgb(158,81,28)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(120,32,21)"
29109,"rgb(33,113,181)","rgb(161,200,36)","rgb(129,66,23)","rgb(0,124,132)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29111,"rgb(222,235,247)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,124,132)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29113,"rgb(158,202,225)","rgb(179,219,51)","rgb(227,149,95)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29115,"rgb(66,146,198)","rgb(179,219,51)","rgb(158,81,28)","rgb(0,156,166)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
29117,"rgb(66,146,198)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,124,132)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
29119,"rgb(8,48,107)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,92,98)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
29121,"rgb(66,146,198)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
29123,"rgb(33,113,181)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,124,132)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
29125,"rgb(107,174,214)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
29127,"rgb(66,146,198)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29129,"rgb(107,174,214)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
29131,"rgb(8,81,156)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,124,132)","rgb(104,25,142)","rgb(105,105,105)","rgb(120,32,21)"
29133,"rgb(8,48,107)","rgb(45,56,10)","rgb(187,96,33)","rgb(0,60,64)","rgb(147,36,200)","rgb(120,32,21)","rgb(105,105,105)"
29135,"rgb(107,174,214)","rgb(161,200,36)","rgb(129,66,23)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29137,"rgb(198,219,239)","rgb(114,142,25)","rgb(129,66,23)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
29139,"rgb(33,113,181)","rgb(114,142,25)","rgb(158,81,28)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
29141,"rgb(33,113,181)","rgb(161,200,36)","rgb(129,66,23)","rgb(0,92,98)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
29143,"rgb(8,48,107)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,60,64)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29145,"rgb(33,113,181)","rgb(138,171,31)","rgb(129,66,23)","rgb(0,124,132)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29147,"rgb(247,251,255)","rgb(68,85,15)","rgb(227,149,95)","rgb(132,247,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29149,"rgb(33,113,181)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,60,64)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
29151,"rgb(198,219,239)","rgb(200,229,109)","rgb(158,81,28)","rgb(132,247,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(120,32,21)"
29153,"rgb(66,146,198)","rgb(179,219,51)","rgb(129,66,23)","rgb(0,60,64)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29155,"rgb(8,48,107)","rgb(45,56,10)","rgb(187,96,33)","rgb(0,60,64)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29157,"rgb(66,146,198)","rgb(189,224,80)","rgb(158,81,28)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
29159,"rgb(8,81,156)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,188,200)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29161,"rgb(66,146,198)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
29163,"rgb(66,146,198)","rgb(114,142,25)","rgb(187,96,33)","rgb(0,156,166)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29165,"rgb(222,235,247)","rgb(114,142,25)","rgb(158,81,28)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
29167,"rgb(198,219,239)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,124,132)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
29169,"rgb(158,202,225)","rgb(45,56,10)","rgb(187,96,33)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
29171,"rgb(198,219,239)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,124,132)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29173,"rgb(198,219,239)","rgb(200,229,109)","rgb(227,149,95)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
29175,"rgb(33,113,181)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,124,132)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29177,"rgb(158,202,225)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
29179,"rgb(66,146,198)","rgb(200,229,109)","rgb(158,81,28)","rgb(0,60,64)","rgb(104,25,142)","rgb(105,105,105)","rgb(120,32,21)"
29181,"rgb(8,81,156)","rgb(179,219,51)","rgb(187,96,33)","rgb(0,60,64)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29183,"rgb(247,251,255)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(120,32,21)"
29185,"rgb(66,146,198)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,92,98)","rgb(147,36,200)","rgb(105,105,105)","rgb(120,32,21)"
29186,"rgb(222,235,247)","rgb(200,229,109)","rgb(158,81,28)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29187,"rgb(8,81,156)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
29189,"rgb(222,235,247)","rgb(68,85,15)","rgb(187,96,33)","rgb(132,247,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29195,"rgb(158,202,225)","rgb(68,85,15)","rgb(187,96,33)","rgb(0,124,132)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29197,"rgb(158,202,225)","rgb(189,224,80)","rgb(129,66,23)","rgb(0,92,98)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
29199,"rgb(247,251,255)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,124,132)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29201,"rgb(8,81,156)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,156,166)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
29203,"rgb(8,81,156)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,60,64)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29205,"rgb(222,235,247)","rgb(161,200,36)","rgb(158,81,28)","rgb(0,124,132)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
29207,"rgb(66,146,198)","rgb(161,200,36)","rgb(158,81,28)","rgb(0,124,132)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
29209,"rgb(33,113,181)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,124,132)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29211,"rgb(8,81,156)","rgb(179,219,51)","rgb(129,66,23)","rgb(0,124,132)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
29213,"rgb(66,146,198)","rgb(114,142,25)","rgb(129,66,23)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
29215,"rgb(33,113,181)","rgb(114,142,25)","rgb(158,81,28)","rgb(0,92,98)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29217,"rgb(107,174,214)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,92,98)","rgb(147,36,200)","rgb(105,105,105)","rgb(120,32,21)"
29219,"rgb(107,174,214)","rgb(161,200,36)","rgb(227,149,95)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
29221,"rgb(8,48,107)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,92,98)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29223,"rgb(8,81,156)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,60,64)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
29225,"rgb(66,146,198)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,124,132)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
29227,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,124,132)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
29229,"rgb(8,48,107)","rgb(138,171,31)","rgb(158,81,28)","rgb(0,60,64)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30001,"rgb(222,235,247)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,156,166)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
30003,"rgb(8,48,107)","rgb(45,56,10)","rgb(100,51,18)","rgb(0,60,64)","rgb(62,15,85)","rgb(120,32,21)","rgb(105,105,105)"
30005,"rgb(8,48,107)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,60,64)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30007,"rgb(222,235,247)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,219,234)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30009,"rgb(247,251,255)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
30011,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
30013,"rgb(66,146,198)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
30015,"rgb(107,174,214)","rgb(200,229,109)","rgb(100,51,18)","rgb(0,124,132)","rgb(41,10,56)","rgb(120,32,21)","rgb(105,105,105)"
30017,"rgb(198,219,239)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
30019,"rgb(107,174,214)","rgb(200,229,109)","rgb(129,66,23)","rgb(0,219,234)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
30021,"rgb(222,235,247)","rgb(161,200,36)","rgb(158,81,28)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30023,"rgb(198,219,239)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,124,132)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
30025,"rgb(107,174,214)","rgb(161,200,36)","rgb(227,149,95)","rgb(132,247,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30027,"rgb(247,251,255)","rgb(200,229,109)","rgb(129,66,23)","rgb(0,156,166)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
30029,"rgb(198,219,239)","rgb(114,142,25)","rgb(129,66,23)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
30031,"rgb(247,251,255)","rgb(91,114,20)","rgb(227,149,95)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
30033,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
30035,"rgb(8,48,107)","rgb(45,56,10)","rgb(227,149,95)","rgb(0,60,64)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
30037,"rgb(107,174,214)","rgb(200,229,109)","rgb(100,51,18)","rgb(0,60,64)","rgb(190,109,229)","rgb(105,105,105)","rgb(120,32,21)"
30039,"rgb(107,174,214)","rgb(179,219,51)","rgb(100,51,18)","rgb(0,156,166)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30041,"rgb(33,113,181)","rgb(45,56,10)","rgb(129,66,23)","rgb(0,124,132)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
30043,"rgb(247,251,255)","rgb(200,229,109)","rgb(227,149,95)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30045,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,156,166)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30047,"rgb(66,146,198)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,60,64)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
30049,"rgb(198,219,239)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
30051,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
30053,"rgb(158,202,225)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,92,98)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
30055,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
30057,"rgb(247,251,255)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,219,234)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30059,"rgb(107,174,214)","rgb(200,229,109)","rgb(129,66,23)","rgb(0,124,132)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30061,"rgb(158,202,225)","rgb(179,219,51)","rgb(129,66,23)","rgb(0,92,98)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30063,"rgb(222,235,247)","rgb(91,114,20)","rgb(129,66,23)","rgb(0,219,234)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30065,"rgb(222,235,247)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,92,98)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
30067,"rgb(222,235,247)","rgb(189,224,80)","rgb(129,66,23)","rgb(13,240,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30069,"rgb(107,174,214)","rgb(68,85,15)","rgb(129,66,23)","rgb(0,92,98)","rgb(177,80,224)","rgb(120,32,21)","rgb(105,105,105)"
30071,"rgb(222,235,247)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,156,166)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
30073,"rgb(158,202,225)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,124,132)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
30075,"rgb(107,174,214)","rgb(179,219,51)","rgb(100,51,18)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
30077,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30079,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
30081,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30083,"rgb(198,219,239)","rgb(161,200,36)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30085,"rgb(8,48,107)","rgb(45,56,10)","rgb(227,149,95)","rgb(0,60,64)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30087,"rgb(8,81,156)","rgb(45,56,10)","rgb(129,66,23)","rgb(0,124,132)","rgb(104,25,142)","rgb(120,32,21)","rgb(105,105,105)"
30089,"rgb(198,219,239)","rgb(179,219,51)","rgb(100,51,18)","rgb(0,124,132)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30091,"rgb(107,174,214)","rgb(189,224,80)","rgb(129,66,23)","rgb(0,188,200)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
30093,"rgb(158,202,225)","rgb(91,114,20)","rgb(158,81,28)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
30095,"rgb(222,235,247)","rgb(189,224,80)","rgb(227,149,95)","rgb(200,252,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
30097,"rgb(107,174,214)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
30099,"rgb(107,174,214)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30101,"rgb(198,219,239)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,219,234)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
30103,"rgb(107,174,214)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,124,132)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
30105,"rgb(158,202,225)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
30107,"rgb(107,174,214)","rgb(200,229,109)","rgb(129,66,23)","rgb(0,60,64)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
30109,"rgb(107,174,214)","rgb(200,229,109)","rgb(100,51,18)","rgb(0,188,200)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
30111,"rgb(158,202,225)","rgb(91,114,20)","rgb(129,66,23)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
31001,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31003,"rgb(247,251,255)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,188,200)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
31005,"rgb(107,174,214)","rgb(200,229,109)","rgb(129,66,23)","rgb(0,219,234)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
31007,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,124,132)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
31009,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,92,98)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
31011,"rgb(247,251,255)","rgb(200,229,109)","rgb(187,96,33)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
31013,"rgb(198,219,239)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
31015,"rgb(107,174,214)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,156,166)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
31017,"rgb(107,174,214)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
31019,"rgb(247,251,255)","rgb(114,142,25)","rgb(187,96,33)","rgb(132,247,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31021,"rgb(222,235,247)","rgb(179,219,51)","rgb(227,149,95)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
31023,"rgb(247,251,255)","rgb(189,224,80)","rgb(187,96,33)","rgb(132,247,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31025,"rgb(222,235,247)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
31027,"rgb(247,251,255)","rgb(200,229,109)","rgb(187,96,33)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
31029,"rgb(158,202,225)","rgb(200,229,109)","rgb(129,66,23)","rgb(132,247,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
31031,"rgb(198,219,239)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
31033,"rgb(158,202,225)","rgb(189,224,80)","rgb(187,96,33)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31035,"rgb(222,235,247)","rgb(200,229,109)","rgb(158,81,28)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31037,"rgb(8,48,107)","rgb(161,200,36)","rgb(100,51,18)","rgb(132,247,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31039,"rgb(222,235,247)","rgb(200,229,109)","rgb(227,149,95)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
31041,"rgb(222,235,247)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
31043,"rgb(33,113,181)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,219,234)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
31045,"rgb(247,251,255)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
31047,"rgb(8,81,156)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31049,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31051,"rgb(222,235,247)","rgb(200,229,109)","rgb(158,81,28)","rgb(132,247,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
31053,"rgb(198,219,239)","rgb(114,142,25)","rgb(187,96,33)","rgb(0,219,234)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
31055,"rgb(107,174,214)","rgb(45,56,10)","rgb(227,149,95)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
