id,preg_rate_color,chlamydia_rate_color,women_uninsured_rate_color,child_poverty_rate_color,adherents_rate_color,feature_rate_color,predicted_vals
18095,"rgb(66,146,198)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,156,166)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
18097,"rgb(8,81,156)","rgb(45,56,10)","rgb(227,149,95)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
18099,"rgb(107,174,214)","rgb(200,229,109)","rgb(129,66,23)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18101,"rgb(107,174,214)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(120,32,21)"
18103,"rgb(66,146,198)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18105,"rgb(247,251,255)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,219,234)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
18107,"rgb(33,113,181)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
18109,"rgb(158,202,225)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18111,"rgb(198,219,239)","rgb(189,224,80)","rgb(129,66,23)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18113,"rgb(33,113,181)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
18115,"rgb(107,174,214)","rgb(189,224,80)","rgb(158,81,28)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
18117,"rgb(33,113,181)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
18119,"rgb(66,146,198)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
18121,"rgb(158,202,225)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,92,98)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18123,"rgb(66,146,198)","rgb(200,229,109)","rgb(158,81,28)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
18125,"rgb(66,146,198)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
18127,"rgb(222,235,247)","rgb(179,219,51)","rgb(158,81,28)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
18129,"rgb(222,235,247)","rgb(179,219,51)","rgb(187,96,33)","rgb(200,252,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(120,32,21)"
18131,"rgb(107,174,214)","rgb(189,224,80)","rgb(158,81,28)","rgb(0,219,234)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
18133,"rgb(198,219,239)","rgb(161,200,36)","rgb(187,96,33)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18135,"rgb(66,146,198)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,188,200)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18137,"rgb(66,146,198)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
18139,"rgb(66,146,198)","rgb(179,219,51)","rgb(187,96,33)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
18141,"rgb(158,202,225)","rgb(68,85,15)","rgb(158,81,28)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
18143,"rgb(8,81,156)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,156,166)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
18145,"rgb(66,146,198)","rgb(179,219,51)","rgb(158,81,28)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18147,"rgb(198,219,239)","rgb(189,224,80)","rgb(158,81,28)","rgb(132,247,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
18149,"rgb(33,113,181)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,156,166)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
18151,"rgb(107,174,214)","rgb(161,200,36)","rgb(227,149,95)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18153,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18155,"rgb(158,202,225)","rgb(138,171,31)","rgb(158,81,28)","rgb(0,156,166)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
18157,"rgb(247,251,255)","rgb(91,114,20)","rgb(158,81,28)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18159,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18161,"rgb(158,202,225)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18163,"rgb(158,202,225)","rgb(68,85,15)","rgb(187,96,33)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
18165,"rgb(158,202,225)","rgb(179,219,51)","rgb(158,81,28)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
18167,"rgb(158,202,225)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,156,166)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
18169,"rgb(158,202,225)","rgb(179,219,51)","rgb(187,96,33)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
18171,"rgb(198,219,239)","rgb(189,224,80)","rgb(187,96,33)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
18173,"rgb(222,235,247)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
18175,"rgb(66,146,198)","rgb(179,219,51)","rgb(158,81,28)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
18177,"rgb(33,113,181)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
18179,"rgb(222,235,247)","rgb(189,224,80)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
18181,"rgb(107,174,214)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
18183,"rgb(158,202,225)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19001,"rgb(247,251,255)","rgb(138,171,31)","rgb(227,149,95)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19003,"rgb(222,235,247)","rgb(189,224,80)","rgb(216,111,38)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
19005,"rgb(198,219,239)","rgb(179,219,51)","rgb(187,96,33)","rgb(0,219,234)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19007,"rgb(158,202,225)","rgb(161,200,36)","rgb(216,111,38)","rgb(0,124,132)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19009,"rgb(222,235,247)","rgb(179,219,51)","rgb(187,96,33)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19011,"rgb(247,251,255)","rgb(189,224,80)","rgb(216,111,38)","rgb(200,252,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19013,"rgb(198,219,239)","rgb(45,56,10)","rgb(216,111,38)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19015,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(200,252,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19017,"rgb(247,251,255)","rgb(179,219,51)","rgb(216,111,38)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19019,"rgb(222,235,247)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19021,"rgb(158,202,225)","rgb(114,142,25)","rgb(227,149,95)","rgb(132,247,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19023,"rgb(222,235,247)","rgb(189,224,80)","rgb(216,111,38)","rgb(132,247,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19025,"rgb(222,235,247)","rgb(179,219,51)","rgb(216,111,38)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19027,"rgb(247,251,255)","rgb(189,224,80)","rgb(216,111,38)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19029,"rgb(198,219,239)","rgb(138,171,31)","rgb(216,111,38)","rgb(0,188,200)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19031,"rgb(247,251,255)","rgb(189,224,80)","rgb(227,149,95)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
19033,"rgb(198,219,239)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19035,"rgb(222,235,247)","rgb(189,224,80)","rgb(216,111,38)","rgb(132,247,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19037,"rgb(247,251,255)","rgb(179,219,51)","rgb(187,96,33)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19039,"rgb(66,146,198)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,219,234)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19041,"rgb(198,219,239)","rgb(138,171,31)","rgb(216,111,38)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19043,"rgb(222,235,247)","rgb(179,219,51)","rgb(227,149,95)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19045,"rgb(158,202,225)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19047,"rgb(198,219,239)","rgb(91,114,20)","rgb(227,149,95)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19049,"rgb(222,235,247)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19051,"rgb(222,235,247)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19053,"rgb(222,235,247)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,156,166)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
19055,"rgb(247,251,255)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19057,"rgb(158,202,225)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
19059,"rgb(222,235,247)","rgb(189,224,80)","rgb(216,111,38)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19061,"rgb(222,235,247)","rgb(91,114,20)","rgb(216,111,38)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19063,"rgb(222,235,247)","rgb(138,171,31)","rgb(187,96,33)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19065,"rgb(222,235,247)","rgb(179,219,51)","rgb(216,111,38)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19067,"rgb(198,219,239)","rgb(189,224,80)","rgb(216,111,38)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19069,"rgb(158,202,225)","rgb(179,219,51)","rgb(227,149,95)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19071,"rgb(222,235,247)","rgb(179,219,51)","rgb(216,111,38)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
19073,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(13,240,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19075,"rgb(247,251,255)","rgb(179,219,51)","rgb(187,96,33)","rgb(200,252,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19077,"rgb(222,235,247)","rgb(200,229,109)","rgb(187,96,33)","rgb(132,247,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19079,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19081,"rgb(222,235,247)","rgb(189,224,80)","rgb(216,111,38)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19083,"rgb(222,235,247)","rgb(179,219,51)","rgb(216,111,38)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19085,"rgb(247,251,255)","rgb(179,219,51)","rgb(216,111,38)","rgb(132,247,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19087,"rgb(198,219,239)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
19089,"rgb(247,251,255)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19091,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19093,"rgb(222,235,247)","rgb(114,142,25)","rgb(227,149,95)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19095,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19097,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19099,"rgb(198,219,239)","rgb(161,200,36)","rgb(216,111,38)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
19101,"rgb(247,251,255)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19103,"rgb(247,251,255)","rgb(68,85,15)","rgb(227,149,95)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
19105,"rgb(198,219,239)","rgb(161,200,36)","rgb(216,111,38)","rgb(200,252,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19107,"rgb(198,219,239)","rgb(189,224,80)","rgb(216,111,38)","rgb(0,219,234)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19109,"rgb(247,251,255)","rgb(189,224,80)","rgb(216,111,38)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19111,"rgb(158,202,225)","rgb(114,142,25)","rgb(216,111,38)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19113,"rgb(222,235,247)","rgb(91,114,20)","rgb(216,111,38)","rgb(132,247,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19115,"rgb(198,219,239)","rgb(161,200,36)","rgb(227,149,95)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
19117,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
19119,"rgb(247,251,255)","rgb(200,229,109)","rgb(227,149,95)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19121,"rgb(222,235,247)","rgb(161,200,36)","rgb(216,111,38)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19123,"rgb(158,202,225)","rgb(114,142,25)","rgb(216,111,38)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
19125,"rgb(247,251,255)","rgb(161,200,36)","rgb(216,111,38)","rgb(200,252,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19127,"rgb(33,113,181)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,188,200)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19129,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19131,"rgb(222,235,247)","rgb(200,229,109)","rgb(187,96,33)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19133,"rgb(158,202,225)","rgb(161,200,36)","rgb(216,111,38)","rgb(0,188,200)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19135,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,219,234)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19137,"rgb(198,219,239)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19139,"rgb(33,113,181)","rgb(114,142,25)","rgb(216,111,38)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19141,"rgb(198,219,239)","rgb(200,229,109)","rgb(227,149,95)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19143,"rgb(222,235,247)","rgb(189,224,80)","rgb(187,96,33)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19145,"rgb(198,219,239)","rgb(138,171,31)","rgb(216,111,38)","rgb(0,188,200)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19147,"rgb(247,251,255)","rgb(161,200,36)","rgb(216,111,38)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19149,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19151,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19153,"rgb(158,202,225)","rgb(68,85,15)","rgb(227,149,95)","rgb(132,247,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
19155,"rgb(107,174,214)","rgb(114,142,25)","rgb(187,96,33)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19157,"rgb(247,251,255)","rgb(138,171,31)","rgb(216,111,38)","rgb(132,247,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19159,"rgb(107,174,214)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,124,132)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19161,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19163,"rgb(158,202,225)","rgb(45,56,10)","rgb(227,149,95)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19165,"rgb(247,251,255)","rgb(161,200,36)","rgb(227,149,95)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19167,"rgb(247,251,255)","rgb(189,224,80)","rgb(187,96,33)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19169,"rgb(247,251,255)","rgb(91,114,20)","rgb(227,149,95)","rgb(200,252,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19171,"rgb(158,202,225)","rgb(91,114,20)","rgb(187,96,33)","rgb(132,247,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19173,"rgb(222,235,247)","rgb(179,219,51)","rgb(187,96,33)","rgb(13,240,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19175,"rgb(222,235,247)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,219,234)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19177,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19179,"rgb(66,146,198)","rgb(91,114,20)","rgb(187,96,33)","rgb(0,124,132)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19181,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
19183,"rgb(222,235,247)","rgb(179,219,51)","rgb(187,96,33)","rgb(132,247,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
19185,"rgb(107,174,214)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,156,166)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
19187,"rgb(158,202,225)","rgb(68,85,15)","rgb(216,111,38)","rgb(0,219,234)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19189,"rgb(222,235,247)","rgb(161,200,36)","rgb(216,111,38)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19191,"rgb(247,251,255)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
19193,"rgb(66,146,198)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
19195,"rgb(222,235,247)","rgb(200,229,109)","rgb(216,111,38)","rgb(132,247,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
19197,"rgb(158,202,225)","rgb(161,200,36)","rgb(187,96,33)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
20001,"rgb(33,113,181)","rgb(138,171,31)","rgb(227,149,95)","rgb(0,124,132)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
20003,"rgb(158,202,225)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
20005,"rgb(158,202,225)","rgb(114,142,25)","rgb(187,96,33)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
20007,"rgb(247,251,255)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(120,32,21)"
20009,"rgb(158,202,225)","rgb(138,171,31)","rgb(129,66,23)","rgb(0,219,234)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
20011,"rgb(8,81,156)","rgb(114,142,25)","rgb(187,96,33)","rgb(0,124,132)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
20013,"rgb(66,146,198)","rgb(138,171,31)","rgb(158,81,28)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(120,32,21)"
20015,"rgb(198,219,239)","rgb(161,200,36)","rgb(187,96,33)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
20017,"rgb(33,113,181)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,219,234)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
20019,"rgb(198,219,239)","rgb(189,224,80)","rgb(129,66,23)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
20021,"rgb(33,113,181)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,124,132)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
20023,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(13,240,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
20025,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
20027,"rgb(198,219,239)","rgb(138,171,31)","rgb(187,96,33)","rgb(13,240,255)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
20029,"rgb(222,235,247)","rgb(114,142,25)","rgb(187,96,33)","rgb(0,219,234)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
20031,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
20033,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
20035,"rgb(158,202,225)","rgb(91,114,20)","rgb(158,81,28)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
20037,"rgb(158,202,225)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,156,166)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
20039,"rgb(107,174,214)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
20041,"rgb(198,219,239)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
20043,"rgb(222,235,247)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
20045,"rgb(247,251,255)","rgb(91,114,20)","rgb(227,149,95)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
20047,"rgb(33,113,181)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
20049,"rgb(66,146,198)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,92,98)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
